latitude,longitude,geometry,date,time,address_full,water depth,water depth units,water depth photo,salinity,salinity units,salinity photo,bottle number,bottle photo,Description,closeup photo,context photo,video,bacterial source photo,Field Notes,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy
25.84661021,-80.17620882,POINT (-80.1762088202687 25.8466102089974),11/4/17,10:51,7815 NE 10th Ave Miami Miami-Dade FL 33138 US,5.4,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=8d02825a-59f2-4333-aaf2-ddea80545c04,20,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=4824e1be-7ef7-413d-9327-c0c6dbee1f97,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=364a01f8-bbf6-4e73-9308-2f1691428881%2C3b224731-6cf1-467a-a4a3-f54676d02566,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=98149a4b-1a18-4833-a52d-d34b6b58add0,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=fdedc9e3-f2b4-4c87-95b8-8010cdee6dde,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=dc42431e-9b8a-4842-b74b-c671c3d659b4,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=d39b05f2-550f-4b6a-9516-6de62287b666,,-1.530521393,5,3
25.74348589,-80.21051712,POINT (-80.2105171234163 25.7434858940782),11/4/17,9:33,3251 S Miami Ave Miami Miami-Dade FL 33129 US,25,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=9082b0a7-27a0-4e69-a32a-063001cf8632,30,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=20961841-bae7-408e-abc5-d96ba071a745,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=04a20569-1dac-4490-b491-eeb53f877726%2Cb0d5db24-f1ab-4ebc-9973-3beca4e7b38a,Covering 4 steps of tea house ,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=c52729ab-3388-4413-8d0a-bd91d4ae07a0,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=1d02b5a1-222b-43f7-9d77-02a6ef408260,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=172ca388-3840-4dc9-904c-86480d12d361,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=31ac8ca2-1d6e-43c1-bcca-52f3c2dbcf54%2Cb631ed3f-2d16-420a-a266-445cd6adb27c,,1.435674667,5,4
25.74325652,-80.2107581,POINT (-80.2107581031324 25.7432565232979),11/4/17,10:30,3251 S Miami Ave Miami Miami-Dade FL 33129 US,36,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=b6eefd14-1fab-418c-a38f-6816c3466672,30,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=1d8b622b-ceac-40b1-b1a5-f37b5258ad3d,3,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=930042c9-5111-4e28-8512-f48da35bb515,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=82a8ef12-c2c2-4e17-8b47-3f91a7b20ead,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=6bd15b9b-0154-48a0-9796-52190e05ad50,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=251e73f7-5c83-49e6-9e0b-14cb557f9fee,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=85fc77aa-f8c1-4661-b5b7-9e10915b9be9,,18.21326256,100,48
25.74351565,-80.2104991,POINT (-80.2104991023244 25.7435156498344),11/4/17,10:44,3251 S Miami Ave Miami Miami-Dade FL 33129 US,26,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=1c4f7dee-3617-4157-abb4-da7702831b78%2Cc7a12459-2ddb-4bee-8718-87bfb708a064,30,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=4a1e8136-f553-46b2-bb35-48cbcc9b1724,4,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=a27e347c-e128-424c-acfa-e98c46968eac,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=9ae7b319-c565-48c0-b0d3-2402d314feab,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=f97f2e11-7ba7-4328-a008-2b1c40ddc933,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=0223d96f-32a6-4a96-a39c-e920c47cd231,,-0.082818985,10,3
25.74733415,-80.2109399,POINT (-80.2109399043159 25.747334147121),11/4/17,8:34,3232â€“3316 S Miami Ave Miami Miami-Dade FL 33129 US,1,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=074e3530-a424-44c8-8151-8411e59dc037,0,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=6b7955c8-76e7-4fc1-a892-04192118182a,1,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=daaf08ed-3345-426d-ac01-7ae71583145e,Large and wide. Not as deep. Itâ€™s on the side of the road.,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=2491abb9-6a1b-4a7a-a4bd-ecdabb1a64a7,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=1d7d6d21-e7be-4471-9776-92a176a7fe6e,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=0e5693d6-0f87-4f58-ae3c-c8050a071147,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=bc20fb86-bb22-4320-b1cb-fd47ab420b76%2C988064a1-aff5-4e8b-885e-b46770a2dcbc,,4.163354874,96,3
25.73334845,-80.23070661,POINT (-80.2307066082485 25.7333484457021),11/4/17,9:47,2470 S Bayshore Dr Miami Miami-Dade FL 33133 US,0.88,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=893f9321-8b26-49f6-b23b-28ef1fa25aef,0,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=7646eda4-3ce7-451a-adb0-c91075e20d7b,2,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=29c640f8-36ff-40b5-8786-1fa0db64d292,"The same, wide and long. ",https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=d2435c81-7afb-40de-9054-903bf8a027eb,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=99d23c70-2fc5-4485-87a2-7ef8b4cdb9b1,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=275bb911-d6d1-46f0-8fbd-d06ad771bd5e,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=65748fca-485c-49da-83de-970e0298869b,,2.131008148,6,3
,,,11/4/17,11:04,2170 S Bayshore Drive Miami Florida 33133 US,0.88,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=96e09880-ce11-4e30-9781-9efceb722d15,0,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=1afadd0a-c2d3-4d33-bd66-bae7b629f1d2,4,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=f15f5c2e-dac1-4ead-8107-7a4f063061d6,The same as before. Still wide and long. Not as deep.,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=bbbf9d0d-231e-4c54-ade5-1789db30f079,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=b543ed5a-f71a-4ab6-a1d3-a2bb8ebba245,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=68e1fc78-a8fd-4bd6-80ed-05ad9fb9ec33,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=72122ec6-a30f-42bc-a316-7c35c6021ac0,,,,
25.73607934,-80.22818973,POINT (-80.2281897346742 25.736079342339),11/4/17,10:30,2170 S Bayshore Dr Miami Miami-Dade FL 33133 US,0.88,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=42bf3a25-033b-4e6c-b745-061f55306aed,0,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=ff60f31b-7dcb-415d-8260-fc8f31af4de2,3,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=21f4dfe6-082d-4c1f-89bf-3738db8dfdc8,The flood was beginning to dry and merge into the mud on the side there is no sewer near it.,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=5f07f436-e4eb-412d-ae76-702b3dbf02a3,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=20b6b090-1a64-45d3-9b70-9a776bd7f570,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=3ea80ec6-4d55-4978-98c7-d80b2e1fa658,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=59f9630c-031d-4356-8c64-1c1f1852a28b,,2.136253357,6,3
25.84711895,-80.17659095,POINT (-80.1765909512343 25.8471189486104),11/4/17,11:22,995 NE 78th St Miami Miami-Dade FL 33138 US,1.5,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=5dc86753-cb12-46c6-88a4-7b0dc1303718,0,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=b758e8c1-34ff-43bb-b808-ac8b4b59b7ba,3,,The flood went down immensely ,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=7bdc7b0a-f228-4438-a8c1-3db2747e411f,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=edf4eab4-3273-4ac4-9071-feafcf4d3232,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=65d31ad3-2ff2-4edf-8ee5-51dac699bb4c,,,-1.917510986,10,4
25.7474252,-80.2108946,POINT (-80.2108946 25.7474252),11/4/17,8:57,3250 South Miami Avenue Miami Miami-Dade County Florida 33129 United States,30,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=de683a00-4521-493c-bd01-6dea5410fa15,26,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=e49c4f79-1622-480f-8ead-05713022c846,1,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=be660bbe-8288-4a63-9c79-8917c4eecd3b,"TINTED GREEN COLOR, STARCASE FLOOD, DEBRIS AND LEAVES",https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=a0361c77-4de9-43f4-ad65-4a0a5ea9e49c,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=fa608dbb-2485-4c7f-ae81-65aca35bd581,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=6361f486-b844-4c7b-92d7-681098ef0e60,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=0218b9a9-8d3d-4d84-ba48-d793928100c0,,,20,
25.744114,-80.2102497,POINT (-80.2102497 25.744114),11/4/17,9:58,3251 South Miami Avenue Miami Miami-Dade County Florida 33129 United States,31,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=dc883653-def9-435f-bfc4-b0cc3c2c2f99,25,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=812a2eea-8e2a-43e5-b164-6c1fbb3b74fe,2,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=54220f6a-53d4-44a6-8fa5-65d13e4f6514,"Rose above another step, trash floating",https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=8d748e7b-fd98-401f-8297-322a11c803e1,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=148343cc-04df-4954-a193-9f4883851ef5,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=ac7fa110-6c96-4a76-84ac-aaa1aebca7af,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=323088ca-c2bc-43c4-b8db-af4389a7a597,,-27.17698111,6,
25.7441175,-80.2102748,POINT (-80.2102748 25.7441175),11/4/17,10:49,3251 South Miami Avenue Miami Miami-Dade County Florida 33129 United States,28,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=9d52c781-b70e-4173-8c68-9510fd1d50ec,20,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=5cda832a-b574-4982-b897-9cd0a2d2a2d3,3,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=56395b64-74e2-470d-856b-59657d140af4,"Large decrease in level, less green tinted more clear, more movement",https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=22a43c0f-7095-4aaa-b7a6-193c5fc92732,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=ee30cd9f-97e0-4a89-aa14-5c983faf923c,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=20fedb34-5844-4ec3-919d-ee5eacb9e529,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=79666288-cbfe-4c63-8935-b575a475299a,,-32.30298575,4,
25.7441604,-80.2102392,POINT (-80.2102392 25.7441604),11/4/17,11:22,3251 South Miami Avenue Miami Miami-Dade County Florida 33129 United States,24,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=9c8acd73-0a13-4a49-bbec-a5107d5509cb,15,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=325c1787-280a-4500-aadd-898c4ce85bae,4,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=121bbb1d-38a1-47a5-88fc-11628c300dcc,"Decreased 1 step, more fish, clearer water",https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=961c7a31-37e5-4c22-b326-b460828f159c,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=966323bb-885c-4891-94c6-6455232740fd,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=eb1bb0a4-cb96-4485-b022-212f9fd22be3,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=86e8af4f-2853-478c-a2cd-ffe94c8098a3,,-29.46809798,6,
25.73938521,-80.22056606,POINT (-80.2205660560828 25.7393852102582),11/4/17,10:05,3501â€“3599 W Fairview St Miami Miami-Dade FL 33133 US,5.5,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=1448481d-3195-4997-a2d1-9da0cea60a97,26,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=c45c0c2a-4e46-4dce-b2d4-2d02930ab139%2C3af54251-4c1d-4a6b-8aaa-8e0cd3a395f3,2,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=4ed2c5cb-045a-442e-bc55-4d906bb99064%2C0b863f9c-331d-4e28-9212-2b19e8f929ef,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=d6209154-4923-4993-a5a2-5211b136ef55,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=f6faf41c-8c89-40fa-bf6a-fc0659580d34,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=6d6f7394-0aa7-4582-8d60-d01903a7492b,,,2.145910263,6,3
25.73937844,-80.22059886,POINT (-80.2205988585956 25.7393784440496),11/4/17,9:34,3540 W Fairview St Miami Miami-Dade FL 33133 US,5,Inches,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=be30b7d4-5a01-4c3b-b758-0499e0ef99b1,30,Parts Per Thousand (ppt),https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=04a72646-40a1-4fa3-accc-d9fa72c40ee2%2C4ed24829-41c0-4c76-98bb-aade854ce2b3%2Ce7415008-b458-48d6-b4a2-74664ca4d651,1,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=b17a89d5-1b8b-402f-9844-907936e68b75,,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=ff643b43-c230-485c-b6cd-212cc5b1745f%2C2c8589fe-78b6-4af3-b411-092a1d35d0aa,https://web.fulcrumapp.com/shares/d12d88f8607e761c/photos/view?photos=d59c4067-d573-47e7-9245-79169107c3e4,https://web.fulcrumapp.com/shares/d12d88f8607e761c/videos/view?videos=bfb78e21-3388-4daa-a84a-ff3c1a688a47,,Saw a 2 foot nurse shark in the canal. Water flowing slowly into two drains ,2.145915985,6,3
