date_of_report,description,latitude,longitude,salinity,salinity_units,water_depth,water_depth_units,created_at,updated_at,location,address,attachment_file_name1,attachment_file_name2,attachment_file_name3
10/16/16 9:40,The second location was on West Heather Drive and Harbor Drive. The deepest water depth near the only storm drain measured five and half inches and the salinity measurement idincated by the refractometer measured zero PPT which in this case it means it was fresh water. ,25.69195,-80.17234,0,ppt,5.5,inches,,,"500-516 Harbor Dr, Key Biscayne, FL 33149, USA
 25.69195, -80.17234","500-516 Harbor Dr, Key Biscayne, FL 33149, USA
 25.69195, -80.17234",http://willitflood.org/2016reports/IMG_20161016_095243.vr.jpg,http://willitflood.org/2016reports/IMG_0446.JPG,http://willitflood.org/2016reports/IMG_4621.JPGIMG_0432.JPG
10/16/16 10:00,The third and last location was on Palmwood Lane and Allendale Road. The deepest water depth near the only storm drain measured Nine inches in water depth and the salinity measurement idincated by the refractometer mesured three PPT which in this case it means the water was brackish. ,25.6925,-80.17091,3,ppt,9,inches,,,"351-361 Palmwood Ln, Key Biscayne, FL 33149, USA
 25.69250, -80.17091","351-361 Palmwood Ln, Key Biscayne, FL 33149, USA
 25.69250, -80.17091",http://willitflood.org/2016reports/IMG_20161016_095647.vr.jpg,http://willitflood.org/2016reports/IMG_0447.JPG,http://willitflood.org/2016reports/IMG_4621.JPGIMG_0442.JPG
10/16/16 10:00,The third and last location was on Palmwood Lane and Allendale Road. The deepest water depth near the only storm drain measured Nine inches in water depth and the salinity measurement idincated by the refractometer mesured three PPT which in this case it means the water was brackish. ,25.6925,-80.17091,3,ppt,9,inches,,,"351-361 Palmwood Ln, Key Biscayne, FL 33149, USA
 25.69250, -80.17091","351-361 Palmwood Ln, Key Biscayne, FL 33149, USA
 25.69250, -80.17091",http://willitflood.org/2016reports/IMG_20161016_095647.vr.jpg,http://willitflood.org/2016reports/IMG_0447.JPG,http://willitflood.org/2016reports/IMG_4621.JPGIMG_0442.JPG
10/16/16 9:30,Corner of w27th st and bay road. No flooding at storm drain,25.80432,-80.13906,,,0,inches,,,"2701 N Bay Rd, Miami Beach, FL 33140, USA
 25.80432, -80.13906","2701 N Bay Rd, Miami Beach, FL 33140, USA
 25.80432, -80.13906",http://willitflood.org/2016reports/IMG_8264.JPG,,
10/16/16 9:40,No flooding,25.80499,-80.13839,,,0,inches,,,"2889-2959 Alton Rd, Miami Beach, FL 33140, USA
 25.80499, -80.13839","2889-2959 Alton Rd, Miami Beach, FL 33140, USA
 25.80499, -80.13839",http://willitflood.org/2016reports/IMG_8266.JPG,,
10/16/16 9:40,No flooding,25.80534,-80.13882,,,0,inches,,,"2940 Old Alton Rd, Miami Beach, FL 33140, USA
 25.80534, -80.13882","2940 Old Alton Rd, Miami Beach, FL 33140, USA
 25.80534, -80.13882",http://willitflood.org/2016reports/IMG_8265.JPG,,
10/16/16 9:50,Was flooding earlier. Not flooding now. 1 inch,25.80409,-80.13836,,,1,inches,,,"2692 Alton Rd, Miami Beach, FL 33140, USA
 25.80409, -80.13836","2692 Alton Rd, Miami Beach, FL 33140, USA
 25.80409, -80.13836",http://willitflood.org/2016reports/IMG_8268.JPG,http://willitflood.org/2016reports/IMG_8267.JPG,
10/9/16 10:10,South beach pump outflow 19th st and purdy,25.79358,-80.14446,35,ppt,0,inches,,,"1930-1954 Purdy Ave, Miami Beach, FL 33139, USA
 25.79358, -80.14446","1930-1954 Purdy Ave, Miami Beach, FL 33139, USA
 25.79358, -80.14446",http://willitflood.org/2016reports/IMG_8269.JPG,,
10/16/16 9:10,,25.80256,-80.14261,0,ppt,6.2,inches,,,"1401-1425 W 27th St, Miami Beach, FL 33140, USA
 25.80256, -80.14261","1401-1425 W 27th St, Miami Beach, FL 33140, USA
 25.80256, -80.14261",http://willitflood.org/2016reports/IMG_5802.JPG,http://willitflood.org/2016reports/IMG_5804.PNG,http://willitflood.org/2016reports/IMG_4621.JPGIMG_5805.JPG
10/16/16 9:20,,25.80256,-80.14261,0,ppt,4,inches,,,"1400 W 27th St, Miami Beach, FL 33140, USA
 25.80256, -80.14261","1400 W 27th St, Miami Beach, FL 33140, USA
 25.80256, -80.14261",http://willitflood.org/2016reports/IMG_5811.JPG,http://willitflood.org/2016reports/IMG_5810.PNG,http://willitflood.org/2016reports/IMG_4621.JPGIMG_5805.JPG
10/16/16 9:30,,25.80256,-80.14261,0,ppt,0,inches,,,"1400 W 27th St, Miami Beach, FL 33140, USA
 25.80256, -80.14261","1400 W 27th St, Miami Beach, FL 33140, USA
 25.80256, -80.14261",http://willitflood.org/2016reports/IMG_5812.JPG,http://willitflood.org/2016reports/IMG_5814.JPG,http://willitflood.org/2016reports/IMG_4621.JPGIMG_5805.JPG
10/16/16 9:50,,25.80256,-80.14261,0,ppt,1,inches,,,"1400 W 27th St, Miami Beach, FL 33140, USA
 25.80256, -80.14261","1400 W 27th St, Miami Beach, FL 33140, USA
 25.80256, -80.14261",http://willitflood.org/2016reports/IMG_5817.PNG,http://willitflood.org/2016reports/IMG_5816.JPG,http://willitflood.org/2016reports/IMG_4621.JPGIMG_5805.JPG
10/16/16 10:00,,25.79296,-80.14218,0,ppt,3.5,inches,,,"1271 Dade Blvd, Miami Beach, FL 33139, USA
 25.79296, -80.14218","1271 Dade Blvd, Miami Beach, FL 33139, USA
 25.79296, -80.14218",http://willitflood.org/2016reports/IMG_5819.JPG,http://willitflood.org/2016reports/IMG_5816.JPG,http://willitflood.org/2016reports/IMG_4621.JPGIMG_5805.JPG
10/16/16 9:20,"Bench closest to the NW 7 Ave. bridge- right, front side of bench. ",25.78515,-80.22411,0,ppt,19,inches,,,"1815 NW S River Dr, Miami, FL 33125, USA
 25.78515, -80.22411","1815 NW S River Dr, Miami, FL 33125, USA
 25.78515, -80.22411",http://willitflood.org/2016reports/IMG_4704.JPG,http://willitflood.org/2016reports/IMG_4705.JPG,http://willitflood.org/2016reports/IMG_4621.JPGIMG_4711.JPG
10/16/16 9:20,"Bench closest to the NW 7 Ave. bridge- right, front side of bench. ",25.78515,-80.22411,1,ppt,19,inches,,,"1815 NW S River Dr, Miami, FL 33125, USA
 25.78515, -80.22411","1815 NW S River Dr, Miami, FL 33125, USA
 25.78515, -80.22411",http://willitflood.org/2016reports/IMG_4704.JPG,http://willitflood.org/2016reports/IMG_4705.JPG,http://willitflood.org/2016reports/IMG_4621.JPGIMG_4711.JPG
10/16/16 9:50,"Bench closest to NW 7 Ave. bridge- front, right side of bench. ",25.78515,-80.22411,1,ppt,19.2,inches,,,"1815 NW S River Dr, Miami, FL 33125, USA
 25.78515, -80.22411","1815 NW S River Dr, Miami, FL 33125, USA
 25.78515, -80.22411",http://willitflood.org/2016reports/IMG_4720.JPG,http://willitflood.org/2016reports/IMG_4722.JPG,http://willitflood.org/2016reports/IMG_4621.JPGIMG_4723.JPG
10/16/16 9:30,Bench closest to the bridge ,25.78515,-80.22411,2,ppt,19.25,inches,,,"1815 NW S River Dr, Miami, FL 33125, USA
 25.78515, -80.22411","1815 NW S River Dr, Miami, FL 33125, USA
 25.78515, -80.22411",http://willitflood.org/2016reports/IMG_1009.JPG,http://willitflood.org/2016reports/IMG_1010.JPG,http://willitflood.org/2016reports/IMG_4621.JPG49831754788_FF0AD9E2-73B0-474F-A0D1-8B1E9F165072.MOV
10/16/16 9:30,Bench closest to the bridge ,25.78515,-80.22411,,,19.25,inches,,,"1815 NW S River Dr, Miami, FL 33125, USA
 25.78515, -80.22411","1815 NW S River Dr, Miami, FL 33125, USA
 25.78515, -80.22411",http://willitflood.org/2016reports/49831754788_FF0AD9E2-73B0-474F-A0D1-8B1E9F165072.MOV,,
10/16/16 9:20,"9:18am 
 Storm drain next to the cross walk sign 
 W ended drive wood crest wood 
 6 7/8 inches 
 Solidity: 1.000",25.76764,-80.29364,1,ppt,6.875,inches,,,"346 SW 60th Ave, Miami, FL 33144, USA
 25.76764, -80.29364","346 SW 60th Ave, Miami, FL 33144, USA
 25.76764, -80.29364",https://www.jotform.com/uploads/susanjacobson/62585175394163/352469843171263171/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352469843171263171/25_image.jpeg,
10/16/16 10:40,Flood was 10.5 inches and it was at a construction site ,25.69345,-80.1665,0,ppt,10.5,inches,,,"415 Ridgewood Rd, Key Biscayne, FL 33149, USA
 25.69345, -80.16650","415 Ridgewood Rd, Key Biscayne, FL 33149, USA
 25.69345, -80.16650",https://www.jotform.com/uploads/susanjacobson/62585175394163/352439936171886662/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352439936171886662/25_image.jpeg,
10/16/16 10:40,Flood was 10.5 inches and it was at a construction site ,25.69345,-80.1665,0,ppt,10.5,inches,,,"415 Ridgewood Rd, Key Biscayne, FL 33149, USA
 25.69345, -80.16650","415 Ridgewood Rd, Key Biscayne, FL 33149, USA
 25.69345, -80.16650",https://www.jotform.com/uploads/susanjacobson/62585175394163/352438110171285797/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352438110171285797/25_image.jpeg,
10/16/16 10:40,,25.69345,-80.1665,0,ppt,10,inches,,,"415 Ridgewood Rd, Key Biscayne, FL 33149, USA
 25.69345, -80.16650","415 Ridgewood Rd, Key Biscayne, FL 33149, USA
 25.69345, -80.16650",https://www.jotform.com/uploads/susanjacobson/62585175394163/352437907171986648/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437907171986648/25_image.jpeg,
10/16/16 9:20,Data collected at 903 NW 10th Avenue Miami Florida. Collected 1yard streetward from tree adjacent to North side of driveway at 903. ,25.78223,-80.21095,5,ppt,7.25,inches,,,"903 NW 10th Ave, Miami, FL 33136, USA
 25.78223, -80.21095","903 NW 10th Ave, Miami, FL 33136, USA
 25.78223, -80.21095",http://willitflood.org/2016reports/14766244047061381511945.jpg,http://willitflood.org/2016reports/14766244709041340677813.jpg,http://willitflood.org/2016reports/IMG_4621.JPG147662452200442936270.jpg
10/16/16 10:10,903 NW 10th Ave.  1 yard streetward from tree adjacent to the north side of the driveway. ,25.78223,-80.21095,5,ppt,7.875,inches,,,"903 NW 10th Ave, Miami, FL 33136, USA
 25.78223, -80.21095","903 NW 10th Ave, Miami, FL 33136, USA
 25.78223, -80.21095",http://willitflood.org/2016reports/1476627111293317178221.jpg,http://willitflood.org/2016reports/14766271464501858693213.jpg,http://willitflood.org/2016reports/IMG_4621.JPG1476627228392803647664.jpg
10/16/16 9:10,Alton rd and west 27th street Miami Beach fl 33140,25.80409,-80.13836,0,ppt,6.2,inches,,,"2692 Alton Rd, Miami Beach, FL 33140, USA
 25.80409, -80.13836","2692 Alton Rd, Miami Beach, FL 33140, USA
 25.80409, -80.13836",http://willitflood.org/2016reports/trim.9780928D-37E0-4F7E-B4A9-28EFBB35F0A3.MOV,http://willitflood.org/2016reports/IMG_1512.PNG,http://willitflood.org/2016reports/IMG_4621.JPGIMG_1513.JPG
10/16/16 9:40,W 29st and old Alton road,25.80535,-80.13842,0,ppt,0,inches,,,"2961 Alton Rd, Miami Beach, FL 33140, USA
 25.80535, -80.13842","2961 Alton Rd, Miami Beach, FL 33140, USA
 25.80535, -80.13842",http://willitflood.org/2016reports/IMG_1517.JPG,,
10/16/16 9:50,1200 w 27 st. It was at 6 inches at 9:10am. Now has gone down dramatically ,25.80533,-80.13855,0,ppt,0,inches,,,"2750 Alton Rd, Miami Beach, FL 33140, USA
 25.80533, -80.13855","2750 Alton Rd, Miami Beach, FL 33140, USA
 25.80533, -80.13855",http://willitflood.org/2016reports/IMG_1519.JPG,,
10/16/16 10:30,,25.79293,-80.14217,,,3.5,inches,,,"1232 Dade Blvd, Miami Beach, FL 33139, USA
 25.79293, -80.14217","1232 Dade Blvd, Miami Beach, FL 33139, USA
 25.79293, -80.14217",http://willitflood.org/2016reports/IMG_20161016_095935.vr.jpg,,
10/16/16 10:20,I was on Monroe Street at Hollywood Beach at 10 am and the water level was not as high as it became at 10:20 am.,26.00899,-80.11765,,,,,,,"513 S Ocean Dr, Hollywood, FL 33019, USA
 26.00899, -80.11765","513 S Ocean Dr, Hollywood, FL 33019, USA
 26.00899, -80.11765",,,
10/16/16 9:50,"steet flood at the NE intersection of NW 10 CT and Nort river drive. Read 8 inches of flood, next to the curb inlet (street drain). The location sampled is where the asphalt meets the concrete curb edge. The sampling location is 36 inches west of the center of the rusty circler metal cover.",25.78318,-80.21221,4,ppt,8,inches,,,"1010 NW 10th Ct, Miami, FL 33136, USA
 25.78318, -80.21221","1010 NW 10th Ct, Miami, FL 33136, USA
 25.78318, -80.21221",https://www.jotform.com/uploads/susanjacobson/62585175394163/352435926371152161/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435926371152161/25_image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435926371152161/26_image.jpeg
10/16/16 10:10,"steet flood at the NE intersection of NW 10 CT and Nort river drive. Read 7 and 7/8 inches of flood, next to the curb inlet (street drain). The location sampled is where the asphalt meets the concrete curb edge. The sampling location is 36 inches away from the circler metal drain cover.",25.78296,-80.21209,4.5,pct,7.875,inches,,,"928 NW 10th Ct, Miami, FL 33136, USA
 25.78296, -80.21209","928 NW 10th Ct, Miami, FL 33136, USA
 25.78296, -80.21209",https://www.jotform.com/uploads/susanjacobson/62585175394163/352436628371234508/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436628371234508/25_image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436628371234508/26_image.jpeg
10/16/16 10:30,"steet flood at the NE intersection of NW 10 CT and Nort river drive. Read 7 and 3/8 of inches of flood, next to the curb inlet (street drain). The location sampled is where the asphalt meets the concrete curb edge. The sampling location is 36 inches away from the circler metal drain cover.",25.78281,-80.21217,0.45,pct,7.375,inches,,,"918 NW 10th Ct, Miami, FL 33136, USA
 25.78281, -80.21217","918 NW 10th Ct, Miami, FL 33136, USA
 25.78281, -80.21217","http://willitflood.org/2016reports/newname6,jpg",http://willitflood.org/2016reports/newname7.jpg,http://willitflood.org/2016reports/IMG_4621.JPGtrim.6A2E0916-F3D1-4C94-8362-4DCA588A7A4D.MOV
10/16/16 10:50,"steet flood at the NE intersection of NW 10 CT and Nort river drive. Read 6 and 1/4 inches of flood, next to the curb inlet (street drain). The location sampled is where the asphalt meets the concrete curb edge. The sampling location is 36 inches away from the circler metal drain cover.",25.7827,-80.21199,0.45,pct,6.25,inches,,,"918 NW 10th Ct, Miami, FL 33136, USA
 25.78270, -80.21199","918 NW 10th Ct, Miami, FL 33136, USA
 25.78270, -80.21199",http://willitflood.org/2016reports/newname8.jpg,http://willitflood.org/2016reports/newname9.jpg,http://willitflood.org/2016reports/IMG_4621.JPGtrim.3F680EB4-675A-40BC-9EDC-2508C6F0CC57.MOV
10/16/16 10:50,"steet flood at the NE intersection of NW 10 CT and Nort river drive. Read 6 and 1/4 inches of flood, next to the curb inlet (street drain). The location sampled is where the asphalt meets the concrete curb edge. The sampling location is 36 inches away from the circler metal drain cover.",25.7827,-80.21199,0.45,ppt,6.25,inches,,,"902 NW 10th Ct, Miami, FL 33136, USA
 25.78270, -80.21199","902 NW 10th Ct, Miami, FL 33136, USA
 25.78270, -80.21199",https://www.jotform.com/uploads/susanjacobson/62585175394163/352438778371573718/image.jpeg,,
10/16/16 9:20,Jose Marti Park by the park gazebo. Reading was taken in the middle of the south edge of the path. Measurement was 4 and 7/8 in.,25.77117,-80.20058,5,pct,4.875,inches,,,"Jose Marti Riverwalk, Miami, FL 33130, USA
 25.77117, -80.20058","Jose Marti Riverwalk, Miami, FL 33130, USA
 25.77117, -80.20058",http://willitflood.org/2016reports/IMG_1408.JPG,http://willitflood.org/2016reports/IMG_2131.JPG,http://willitflood.org/2016reports/IMG_4621.JPGIMG_2133.JPG
10/16/16 9:30,Jose Marti Park. Reading was taken at 9:37 am at edge of sea wall by northernmost palm tree acruss from bench and water fountain.,25.77117,-80.20058,5,pct,0.75,inches,,,"Jose Marti Riverwalk, Miami, FL 33130, USA
 25.77117, -80.20058","Jose Marti Riverwalk, Miami, FL 33130, USA
 25.77117, -80.20058",http://willitflood.org/2016reports/IMG_1412.JPG,http://willitflood.org/2016reports/IMG_1411.JPG,http://willitflood.org/2016reports/IMG_4621.JPGIMG_2134.JPG
10/16/16 9:50,Reading was taken at 9:54 am at Jose Marti Park under I95 next to river. ,25.77117,-80.20058,5,pct,7.375,inches,,,"Jose Marti Riverwalk, Miami, FL 33130, USA
 25.77117, -80.20058","Jose Marti Riverwalk, Miami, FL 33130, USA
 25.77117, -80.20058",http://willitflood.org/2016reports/IMG_1425.JPG,http://willitflood.org/2016reports/IMG_1426.JPG,
10/16/16 10:00,Reading was taken at 10:01 am at SE end of Park next to river at the fence. ,25.77117,-80.20058,5,pct,5.5,inches,,,"Jose Marti Riverwalk, Miami, FL 33130, USA
 25.77117, -80.20058","Jose Marti Riverwalk, Miami, FL 33130, USA
 25.77117, -80.20058",http://willitflood.org/2016reports/IMG_1429.JPG,http://willitflood.org/2016reports/IMG_1432.JPG,http://willitflood.org/2016reports/IMG_4621.JPGIMG_1434.JPG
10/16/16 9:20,"9:21 AM - Minor flooding around the parking lot area.
 Currently still drizzling.",25.79356,-80.14438,1,pct,2.87,inches,,,"1498 18th St, Miami Beach, FL 33139, USA
 25.79356, -80.14438","1498 18th St, Miami Beach, FL 33139, USA
 25.79356, -80.14438",http://willitflood.org/2016reports/IMG_0268.JPG,http://willitflood.org/2016reports/IMG_0269.JPG,http://willitflood.org/2016reports/IMG_4621.JPGIMG_20161016_092915.vr.jpg
10/16/16 9:20,"9:21 AM - Minor flooding around the parking lot area.
 Currently still drizzling.",25.79356,-80.14438,1,pct,2.87,inches,,,"1498 18th St, Miami Beach, FL 33139, USA
 25.79356, -80.14438","1498 18th St, Miami Beach, FL 33139, USA
 25.79356, -80.14438",http://willitflood.org/2016reports/IMG_0268.JPG,http://willitflood.org/2016reports/IMG_0269.JPG,http://willitflood.org/2016reports/IMG_4621.JPGIMG_20161016_092915.vr.jpg
10/16/16 9:20,The grass at Spring Garden Point Park has flooded due to a rising tide coming from the marina.,25.77945,-80.20756,4,pct,5,inches,,,"Spring Garden Path, Miami, FL 33136, USA
 25.77945, -80.20756","Spring Garden Path, Miami, FL 33136, USA
 25.77945, -80.20756",https://www.jotform.com/uploads/susanjacobson/62585175394163/352434097821980773/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434097821980773/capturedvideo.MOV,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434097821980773/26_image.jpg
10/16/16 9:40,The sea level caused an increase in the flood residing at Point Park of about an inch.,25.77945,-80.20756,4,pct,6,inches,,,"Spring Garden Path, Miami, FL 33136, USA
 25.77945, -80.20756","Spring Garden Path, Miami, FL 33136, USA
 25.77945, -80.20756",https://www.jotform.com/uploads/susanjacobson/62585175394163/352435268821133329/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435268821133329/25_image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435268821133329/capturedvideo.MOV
10/16/16 10:00,The flooding persisted with another increase of about an inch due to the rising tide.,25.77945,-80.20756,4,pct,7,inches,,,"Spring Garden Path, Miami, FL 33136, USA
 25.77945, -80.20756","Spring Garden Path, Miami, FL 33136, USA
 25.77945, -80.20756",https://www.jotform.com/uploads/susanjacobson/62585175394163/352435985821740329/capturedvideo.MOV,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435985821740329/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435985821740329/26_image.jpg
10/16/16 9:20,7 inch flood on storm drane next to cross walk sign west end drive and wood crest road. 1.00 salinity level ,26.5253,-80.0664,1,pct,7,inches,,,"214 SW 2nd Ave, Boynton Beach, FL 33435, USA
 26.52530, -80.06640","214 SW 2nd Ave, Boynton Beach, FL 33435, USA
 26.52530, -80.06640",http://willitflood.org/2016reports/20161016_091816.jpg,http://willitflood.org/2016reports/20161016_092420.jpg,http://willitflood.org/2016reports/IMG_4621.JPG20161016_092347.jpg
10/16/16 9:40,Big flood on construction site on ridge road and west Heather drive,25.69382,-80.16827,0,ppt,10,inches,,,"235 W Heather Dr, Key Biscayne, FL 33149, USA
 25.69382, -80.16827","235 W Heather Dr, Key Biscayne, FL 33149, USA
 25.69382, -80.16827",http://willitflood.org/2016reports/16-10-2016%2002.28.17.jpg,http://willitflood.org/2016reports/20161016_103138.jpg,http://willitflood.org/2016reports/IMG_4621.JPG20161016_102935.jpg
10/16/16 9:40,Big flood 0: on Ridgewood road and w mcin yr st ,25.5722,-80.2321,0,ppt,8.875,inches,,,"SW Guadalajara St, Coral Gables, FL 33156, USA
 25.57220, -80.23210","SW Guadalajara St, Coral Gables, FL 33156, USA
 25.57220, -80.23210",http://willitflood.org/2016reports/20161016_094359.jpg,,http://willitflood.org/2016reports/IMG_4621.JPG20161016_094353.jpg
10/16/16 9:30,No flooding visible but water accumulation in water drain continuously ,25.80554,-80.13951,0,ppt,0,inches,,,"2901 N Bay Rd, Miami Beach, FL 33140, USA
 25.80554, -80.13951","2901 N Bay Rd, Miami Beach, FL 33140, USA
 25.80554, -80.13951",http://willitflood.org/2016reports/20161016_093558.jpg,,
10/16/16 9:30,No flooding visible but water accumulation in water drain continuously ,25.80554,-80.13951,0,ppt,0,inches,,,"2901 N Bay Rd, Miami Beach, FL 33140, USA
 25.80554, -80.13951","2901 N Bay Rd, Miami Beach, FL 33140, USA
 25.80554, -80.13951",,,
10/16/16 10:30,"This was a second reading near the park gazebo in the middle of the path (77"" from the southern edge of the palm trees (in line with the white columns and third palm trees).",25.77117,-80.20058,5,ppt,3,inches,,,"Jose Marti Riverwalk, Miami, FL 33130, USA
 25.77117, -80.20058","Jose Marti Riverwalk, Miami, FL 33130, USA
 25.77117, -80.20058",http://willitflood.org/2016reports/IMG_0516.JPG,http://willitflood.org/2016reports/IMG_0522.JPG,http://willitflood.org/2016reports/IMG_4621.JPGIMG_0506.JPG
